,_id,title,text,rating,reviewer_handle,language,airline_name,flight_date,flight_connection,flight_type,booking_class
10,ErdrVNK9,Low quality zu höchsten Preisen,"10 von 10 der letzten Lufthansa Flüge die ich leider gebucht habe waren unpünktlich. Der gestrige hat alles übertroffen, weil wir wegen einer Verspätung auf dem Flughafen in München gestrandet sind und mussten uns mit einem Flug am nächsten Tag abfinden. Auch dieser war natürlich verspätet. Genauso wie der Hinflug bei dem wir in Frankfurt zwischen den Terminals einen Sprint hinlegen mussten, weil niemand uns sagen konnte, ob der Anschlussflug auf uns wartet - lt. der Lufthansa App waren alle Flüge pünktlich :-) Damit die Erfahrung noch schlechter wird, gibt es eine App und eine Website, die teilweise gar nicht funktionieren. Anbei ein Screenshot der Lufthansa Website. Hilfe bei der Umbuchung? Kein Link :-) Das ist nur ein Beispiel - eines von vielen ""Details"" die meiner Meinung nach die Lufthansa zur der mit Abstand schlechtesten Airline in Europa machen - egal ob ""billig"" oder klassisch. Alles zu absurd hohen Preisen, die die billige Konkurrenz um ein vielfaches übersteigen. Dabei passierte nichts besonderes. Schönes Wetter, Urlaubssaison vorbei, keine Streiks. Das gehört bei der LH einfach dazu.",1.0,,,Lufthansa,September 2023,Luxembourg - Krakow,,
11,PCD6togZ,Lufthansa Business Class in Kurz und Mittelstrecke,"Die erheblichen Mehrkosten für die Business Class lassen sich m. E. nicht rechtfertigen, da der gebotene Komfort kaum über das der Economy Class hinausgeht. Die Sitze sind unbequem, mit nur geringer Neigungsverstellung und kaum spürbarer Beinfreiheit. Bei einer 3/3 Bestuhlung bleibt lediglich der mittlere Sitz frei, ansonsten gleicht alles der Economy.

Es gibt kein Entertainment und nicht einmal die Möglichkeit seine Geräte aufzuladen besteht, da USB-Anschlüsse fehlen. Die Nutzung der Lounges könnte theoretisch vorteilhaft sein, aber wenn dort kaum etwas angeboten wird, zieht man wohl besser woanders hin. Die DAN-Lounge in Tel Aviv war z. B. überfüllt und bot nur begrenzte Speisen und Getränke von zweifelhafter Qualität.

Sonstige vermeintliche Vorteile waren ebenfalls kaum spürbar. Die Fast-Lanes funktionierten nicht wirklich, und es kam überall zu längeren Wartezeiten, da separate Abfertigungsreihen vor den Kontrollstellen aufgelöst wurden.

Das Priority Boarding hatte wenig Nutzen, besonders dann wenn man mit Bussen zum Flugzeug gefahren wird. Man ist zwar vielleicht früher am Sitz, aber dann muss man auf einem Mittelgangsitz ""den Kopf einziehen"", da die Business-Sitze vorne sind und alle anderen Passagiere an einem vorbeigehen müssen.

Es gab jedoch auch positive Aspekte. Die Flugbegleiterinnen waren ausnahmslos freundlich und bemühten sich um guten Service. Die Mahlzeiten und Getränke im Flugzeug waren gut und ausreichend.

Insgesamt stellt sich die Frage, ob sich die Lufthansa Business Class bei Kurz- und Mittelstrecke und dem damit einhergehenden erheblichen Mehrpreis rechtfertigt.
Meine klare Bewertung hierzu ist, Nein.",1.0,,,Lufthansa,September 2023,Düsseldorf - Tel Aviv,,
12,FFMFD2vZ,Super Airline,"Wir sind mit Kindern gereist und waren begeistert.
Die Stewardessen waren super Kinderfreundlich und wirklich sehr bemüht.
Sehr gerne wieder :-)",5.0,,,Lufthansa,September 2023,Dublin - Frankfurt,,
13,aaJOybSp,Abzoken die Fluggäste,"Schrecklicher Service. 2 letzten Flüge wurde mein registrierter Gepäck verloren. Beim Flug von letzten Woche auf der Website von Lufthansa habe ich zusätzliches Gepäckstück hinzugefügt, es hat 35Eur gekostet, auf der website hat Lufthansa rausgenommen die Möglichkeit online zu bezahlen. Telefonisch Lufthansa erreicht und vim Mitarbeiter wörtiche Bestätigung bekommen, dass man 35 eur am Flughafen bezahlen kann. Am Flughafen wurden mir 50Euro berechnet. Beschwerde oder Rückerstattung für diese Unanehmlichkeit schriftlich per Mail einzureichen geht nicht, denn Lufthansa spricht von irgendwelcher sicherheit meiner Daten. Feedbackformulare erlauben nicht solchen Problem zu schildern. und Chatbot ist nutlos sowieso.
das war das letzte Mal wo ich mit diesen Schrecklichen Fluggeselschaft von abzoker geflogen bin.",1.0,,,Lufthansa,September 2023,Vilnius - Basel,,
14,6lkYqxNZ,Gepäckverlust / Chaos Flughafen München,"2:55 Stunden Verspätung, Wartezeit auf Gepäck: 22 Tage und kein Ende in Sicht. Es steht einfach nur in München und trotz genauem Standort / Air Tag ist keiner in der Lage es zu finden / nachzuschicken. Mangelnde Kommunikation macht das Ganze nicht besser. Nie mehr wieder #losthansa",1.0,,,Lufthansa,August 2023,Athens - Bonn,,
15,Dz1B7X3M,Eine einzige Katastrophe,"Wir hatten einen Flug mit Lufthansa (Air Dolomiti) inklusive AirRail Zug von Köln nach Frankfurt gebucht. Die Zeitspanne zwischen Zugankunft und Abflug in Frankfurt betrug nur 1 Stunde, was mir gleich gefährlich eng vorkam. Leider war mir bei der Buchung nicht aufgefallen, dass es sich um Airrail handelt und nicht um Rail and Fly, also es bestand Zugbindung. Da die Bahn ja grundsätzlich Verspätung hat, habe ich Monate, Wochen, Tage vorher und noch am Flugtag selbst bei der Lufthansa angerufen und um Verlegung der Bahnfahrt gebeten. Obwohl ich als Sprache Deutsch gewählt habe, hatte ich jedes Mal jemanden am Apparat den man kaum verstehen konnte. Ich habe bei jedem Anruf eine andere Auskunft bekommen, von der Aussage angefangen, dass ich jeden Zug jede Stunde nehmen könnte bis hin zu der Aussage, dass wir das in der kurzen Zeit schon schaffen würden oder der Flug eben umgebucht würde. Völlig inkompetent. Ein Mitarbeiter ließ mich 20 Minuten warten für die Umbuchung, dann war das Gespräch weg. Der nächste Mitarbeiter meinte, sie wären gerade alle gekündigt worden, deswegen hätte er sich wohl nicht mehr gemeldet. Völlig kundenunfreundlich. Als wir dann im Zug auf unseren Plätzen saßen, waren dieselben Plätze von 2 Holländerinnen gebucht worden. Der Zug kam mit 10 Minuten Verspätung in Frankfurt an. Wir liefen mit Handgepäck (Aufgabegepäck wäre nicht möglich gewesen) durch die Sicherheitskontrolle und schafften es tatsächlich in 10 Minuten beim Boarding zu sein. Nun wurde der Flugsteig verlegt (wieder Rennerei durch die Hallen treppauf, treppab) und der Flug hatte letztlich 1 Stunde Verspätung, aber trotzdem muss man ja pünktlich am Gate sein, sonst wird man nicht mehr eingelassen (finde ich auch unmöglich). Wie kann Lufthansa überhaupt einen Flug mit so einer engen Taktung anbieten? Unverschämt. Als Entschädigung haben wir von der (sehr unfreundlichen) Stewardess der Air dolomiti eine kleine Flasche Wasser und 1 (!) Plätzchen erhalten. Der Rückflug war nicht ganz so stressig. Aber wieder über eine Stunde Verspätung, weil an Bord ein medizinischer Notfall war und die Koffer alle ausgeräumt werden mussten. Dafür kann jetzt niemand was, nur kamen wir trotz dem Zeitpuffer zum Zug von 1 1/2 Stunden in Bedrängnis diesen Zug noch zu kriegen. Aber er hatte Gott sei dank Verspätung. Jedenfalls werde ich nur noch flexible Zubringerzüge buchen. Diesen Stress kann man gerade, wenn man schon älter ist nicht mehr mitmachen.",1.0,,,Lufthansa,September 2023,Bonn - Florence,,
16,ZzKYSk61,Animierter Flug ohne Grund und Katastrophale Hotline/Service,"Unser rückflug von Athen nach München wurde annulliert, welcher um 19Uhr gegangen wäre. Es wurde uns kein Alternative sondern nur eine Stornierung angeboten. Wir haben gleich reagiert und noch am selben Tag in der Hotline bei der Lufthansa angerufen, wo uns ein neuer rückflug nach München um ca. 15 Uhr bestätigt wurde. Die Mitarbeiterin hat uns gesagt wir sollen einen Tag warten, bis die Bestätigung bei uns eintrifft, da das etwas dauern kann. Zu diesem Zeitpunkt hatten wir selbst nach Flügen geschaut und gesehen dass auch noch Flüge frei waren. Am nächsten Tag hatten wir keine Bestätigung und daraufhin erneut in der Hotline angerufen, was sich als sehr schwierig herausgestellt hat, da wir in dieser Zeit mehrfach aus der Leitung geflogen sind, selbst wenn wir schon mit Mitarbeitern telefoniert haben. Zurückgerufen wurden wir nie. Uns hat dann ein Mitarbeiter mitgeteilt, dass der Flug um 15 Uhr nun schon ausgebucht sei und bei uns keine Reservierung auf diesen Flug vorliegt, sondern weiterhin nur der anulierte Flug. Nun gab es nur noch einen direktflug um 6 Uhr früh und einen Flug über Zürich um 14 Uhr. Katastrophal finden wir in diesem Zusammenhang die Aussage der Mitarbeiterin, die uns angeblich auf einen neuen Flug umgebucht hatte. Nur weil wir verunsichert waren, weil wir noch keine buchungsbestätigung bekommen hatten, haben wir erneut angerufen um uns zurück zu versichern. Irgendwann schlug die Wut dann in Verzweiflung um, nachdem wir mehrfach aus der Hotline geflogen sind noch bevor ein Mitarbeiter dran war und als dann schließlich eine Mitarbeiterin dran war teilte sie uns mit es habe nie eine neue flugbuchung für uns gegeben. Sie wollte dann neu für uns buchen wir sind wieder mitten im Gespräch aus der Leitung geflogen, die Mitarbeiterin hat nicht zurückgerufen. Nach erneuten Versuchen haben wir endlich einen Herrn drangekommen der Kompetent schien und uns einen Flug über Zürich angeboten hat. Dieser Flug hat eine sehr knappe Umsteigezeit, wir hoffen wirklich an diesem Tag nach München zu kommen da wir am nächsten Tag in der früh arbeiten müssen. Die Qualität der Hotline war zu jedem Anruf unglaublich schlecht, man hat kaum etwas verstanden, es war sehr abgehackt und es muss technisch etwas nicht stimmen da man teilweise nach der menüauswahl nie in die Warteschleife gelangt ist. Wir hatten zwischenzeitlich die Befürchtung, dass wir uns für horende Summen selbst rückflüge buchen müssen und nur die Erstattung des ursprünglich gezahlten flugpreises erhalten. Besonders ärgerlich ist, dass wir den noch besten alternativen Rückflug um 15 Uhr nicht bekommen konnten. Das Telefonat mit dieser Mitarbeiterin wurde mit unserem Einverständnis aufgezeichnet. Für uns war dieses Erlebnis beinahe schon traumatisierend und wir würden nie wieder einen Flug über die Lufthansa buchen da man im Zweifel an seinem Urlaubsort zurückgelassen wird und keine Möglichkeit hat noch mit einem Mitarbeiter zu sprechen. Eine online-umbuchung des Fluges war laut Buchungsportal nicht möglich, das heißt wir waren vollkommen auf diese Hotline zurückgeworfen. Für uns ganz klar nie wieder Lufthansa. Diesen Text hatten wir auch der Lufthansa geschrieben. Als Antwort kam lediglich eine Email, in der wir auf die Möglichkeit der Umbuchung und Stornierung im Internet oder der Hotline hingewiesen wurden. Keine Entschuldigung, nichts. So eine Frechheit.",1.0,,,Lufthansa,September 2023,Munich - Athens,,
17,RW5CDswz,Enttäuschung Lufthansa,"Flug annulliert,10 Stunden Verspätung,Koffer verloren gegangen
Stadt direkt na Catania,erste Rom Dan und 3:00 Nacht Catania, leider var keine Busse meher,3 Stunden in Catania
Kommt na Deutschland Lufthansa wider
Annulliert, Fliege mit Andre Compagnie
Schreiben ich Lufthansa wegen Koffer Ticket,und aber investiert 130 Eur für Kleider,dir netten Frau aus Köln,sagen mir der Koffer dauert noch 3 oder 4 Wochen Dan kommt zu mir,und Geld gibt nicht
Auf Dise Grund ich fliege nicht mehr mit Lufthansa,nur Witz albe Preis
Und leider muss mit Anwalt",1.0,,,Lufthansa,August 2023,Munich - Catania,,
18,vHREsPyO,Servicewüste Lufthansa,"Hinflug Dresden-Mailand via München 1,5 Stunden Verspätung. Der Koffer war dann in München geblieben...und kam dann 3 Tage später ins Hotel!
Rückflug war noch chaotischer: Flug Mailand-München war 10 Minuten vorfristig gelandet, aber das Boarding in die Maschine wurde uns verweigert. Die Maschine aus Mailand wäre zu spät gelandet und der Abflug nach Dresden hätte schon Startfreigabe. Diese stand jedoch noch am Gate und wir konnten die letzten Passagiere noch beim Einsteigen beobachten!
Danke an das komplette Versagen des Managements.
Diese Firma hatte noch Hilfsgelder aus dem Corona Fond bekommen. Wahrscheinlich damit sich die Manager die Birne mit Alkohol restlos zuschütten konnten.",1.0,,,Lufthansa,September 2023,Milan - Dresden,,
19,kTAIuEIz,Nie wieder Lufthansa!,"BRE - MUC - NCE
Auf Hin- und Rückflug eine einzige Katastrophe:
Gepäck auf
Hinflug verloren, Nachlieferung nach 9 Tagen, Keine Info über App und Hotline.
Rückflug mit letztem Flug ab MUC ausgefallen - nach einer Stunde Wartezeit im Flieger - erst Wetter dan Nachtlandeverbot in BRE - Freundliche Durchsage am Flughafen: Hotels können nicht organisiert werden, Decken und Snacks (Snickers) stehen zur Verfügung - keine LH Mitarbeiter mehr vorhanden, alle Lichter am Flughafen aus - natürlich auch keine Mitarbeiter mehr zum Gepäckausladen verfügbar - also wieder ohne Gepäck mit Taxi zum Bf und 8 Std. Rückfahrt mit Nachtzug.
Kostenerstattung Taxi und Bahn von LH abgelehnt wg. Wetter!??? Angebot für ausgefallenen Flug: 33,-- EUR!
Service an Bord ist ist bei LH nun auch abgeschafft - nächstes mal lieber gleich mit originaler Billigairline. Ab Bremen bieten sich an Turkish Airlines via Istanbul und KLM via Amsterdam.
Schade!!!",1.0,,,Lufthansa,Juli 2023,Bremen - Nice,,
20,0QSMJS0P,Niveau Lufthansa mittlerweil unter dem der deutschen Bahn,"Schade, dass es keine Minus-Sterne gibt denn hierzu würde ich -5 geben.
die letzten drei Flüge mit LH über Frankfurt jedesmal mindestens 30-60 min Verspätung.

Heute HH über MUC nach Faro aber ein Supergau!!

In HH ca. 90min Verspätung, dadurch wurde der Anschlußflug nach Faro ohne Begründung storniert.

Rückfrage am LH Serviceschalter: wir könne ja morgen 11:15 Uhr weiter nach Faro fliegen.
!!keine Nachfrage ob es dadurch andere Buchungungen unsd somit Ausfälle, Hotel oder Mietwagen etc geben könnte. !!!

Wurde aber so nicht akzeptiert, hätte mich im Nachhinein aer doich interessiert wie uns LH in Muc zur WIESENZEIT ein Zimmer organisiert hätte. ha ha

Nun über Umweg am späten Abend nach Lissabon und von dort dann nach Faro. Ankunft in Faro 23:50Uhr, ursprünglich 15:00 Uhr.

Aber es gab pro Person einen Verzehrgutschein Über 15,00€. Ist das nicht der Wahsinn !!!

Lufthansa hat mittlerweile das Niveau der Deutschen Bahn erreicht bzw. sogar noch unterboten.

Der Urlaubsstart wurde uns komplett versaut !!!

Danke Lufthansa

Ich werde aber meine guten Kontakte in Mexico und Belize, zu den Bemühungen eine Gesellschaft wie die LH als internationale Fluglinie zu deren Expansionsplänen in Belize City und Cetumal zu gewinnen, entsprechend beraten.",1.0,,,Lufthansa,September 2023,Hamburg - Faro,,
21,og40k9RA,Koffer kamen nach 3 Wochen verpätet. Inhalt nass und verschimmelt,"Schlimmer geht nicht mehr. Flug von LA nach Berlin in Economy Class ist für über 1,80 Meter Körpergröße nicht aushaltbar. Man fühlt sich insgesamt eher wie auf einem Viehtransport.
In Berlin angekommen: Keine Koffer da. Über 2 Wochen herrschte Unklarheit darüber, ob die Koffer überhaupt aus den USA nach Deutschland mitgekommen sind.
Nach über 3 Wochen wurden die Koffer heute nach Hause geliefert.

Alles total durchnässt und schimmelig. Bekleidung und Schuhe übersät von Schimmelflecken. Bzw. nasse Kleidung hat andere Kleidungsstücke eingefärbt. Wir können mindestens zwei Drittel der Sachen entsorgen.
Lufthansa scheint es völlig normal zu finden, die Passagiere ahnungslos ohne Gepäck auf die Reise zu schicken. „Es gab nun mal bekannterweise Unwetter in München“. (Die gab es, aber Tage vor unserem Flug). Unsere Koffer müssen Wochen lang irgendwo im Regen gelegen haben (wahrscheinlich im „Unwetter“). Bei dem chronischen Personalmangel ist Erstattung unseres Verlustes nicht zu erwarten.
Man kann nur vor Lufthansa warnen!
Lufthansa bedeutet, so viele Passagiere in eine Maschine zu pferchen wie nur irgendwie möglich. Zum Höchstpreis. Wer braucht schon seine Koffer?",1.0,,,Lufthansa,August 2023,Los Angeles - Berlin,,
22,2lUXbo4A,Enttäuschend! Flug annulliert und Kundenservice ein Horror!,Wir sind bisher regelmäßig mit verschiedenen Airlines nach Zypern geflogen. Auch mit Billigairlines. Oft Gabelflüge über Wien. Seit einiger Zeit buchen wir aber immer bei Lufthansa. Unsere Erfahrungen waren bisher überwiegend gut. Deshalb hatten wir bereits im Winter für Okt/Nov 2023 eine Flug über Wien nach Zypern und zurück gebucht. Jetzt (ca. 5 Wochen davor) haben wir eine Nachricht erhalten das der Teilflug nach Wien annulliert wurde. Ein entsprechender Ersatz wurde uns nicht angeboten. Und gerade warte ich das 4. Mal in der Hotline. Die Dame hat mich einfach weggedrückt. Wir wollen einfach nur die Info wieviel wir für den annulierten Flug zurück erstattet bekommen. Wir würden dann eben mit ICE oder Flixbus nach Wien fahren. Leider ist das wohl nicht gewünscht. Bisher keine Antwort. Einfacj unverschämt und ich denke rechtlich auch nicht ok. Dann kann man auch jede andere Airline buchen. Schade!,2.0,,,Lufthansa,November 2022,Nuremberg - Larnaca,,
